TFH,00000001,23456790,1002,20201002,200000,10
TFD,00000002,000011112222,110220,001,471004,1004,2112,20201002,191025,000000020000,000000,ARG,3007
TFD,00000003,000011112223,101574,002,514798,6386,2601,20201002,191138,000000020000,000000,ARG,3008
TFD,00000004,000011112224,101576,003,347799,9153,2203,20201002,191223,000000020000,000000,ARG,3009
TFD,00000005,000011112225,101577,004,387799,4615,2104,20201002,191227,000000020000,000000,ARG,3010
TFD,00000006,000011112226,101163,006,669808,7466,2205,20201002,191348,000000020000,000000,ARG,3011
TFD,00000007,000011112227,101142,008,839808,3348,2204,20201002,191431,000000020000,000000,ARG,3012
TFD,00000008,000011112228,101169,100,494974,3070,2201,20201002,191442,000000020000,000000,ARG,3013
TFD,00000009,000011112229,101133,102,554904,7307,2205,20201002,191503,000000020000,000000,ARG,3014
TFD,00000010,000011112230,101146,106,678119,3719,2203,20201002,191617,000000020000,000000,ARG,3015
TFD,00000011,000011112231,101115,014,760195,2322,2105,20201002,191716,000000020000,000000,ARG,3016
