C23456790_Lote1100,00000008,001015180139,101550,002,514798,1034,2303,20201015,173524,000000679027,000000,ARG,2040
C23456790_Lote1100,00000010,001015180133,101544,002,535074,1016,2302,20201015,173723,000000590451,000000,ARG,2042
C23456790_Lote1002,00000003,000011112223,101574,002,514798,6386,2601,20201002,191138,000000020000,000000,ARG,3008
C23456790_Lote1002,00000009,000011112229,101133,102,554904,7307,2205,20201002,191503,000000020000,000000,ARG,3014
C12345678_Lote1014,00000002,001011140000,101137,002,591278,0028,2204,20201011,130000,000000214401,000000,ARG,0001
C12345678_Lote1014,00000019,001011140017,101143,002,574092,5484,2205,20201011,130017,000000497726,000000,ARG,0018
C12345678_Lote1014,00000021,001011140019,101172,102,585877,9309,2204,20201011,130019,000000590451,000000,ARG,0020
C12345678_Lote1014,00000031,001011140024,101173,102,518002,2208,2205,20201011,130029,000000047746,000000,ARG,0030
C12345680_Lote1016,00000004,001013160002,101139,002,504814,7532,2201,20201013,150115,000000171217,000000,ARG,1005
C12345680_Lote1016,00000005,001013160003,101140,002,508217,2180,2202,20201013,150116,000000774303,000000,ARG,1006
C12345680_Lote1016,00000014,001013160013,101136,002,536854,3508,2203,20201013,150125,000000283931,000000,ARG,1015
C12345679_Lote1012,00000004,001011140029,101139,002,504814,7532,2201,20201012,140034,000000784267,000000,ARG,0035
C12345679_Lote1012,00000005,001011140030,101140,002,508217,2180,2202,20201012,140035,000000533847,000000,ARG,0036
C12345679_Lote1012,00000015,001011140019,000000,102,585877,9309,2204,20201012,140045,000000590451,111111,ARG,0046
C12345679_Lote1012,00000016,001011140040,101136,002,536854,3508,2203,20201012,140046,000000726713,000000,ARG,0047
C12345679_Lote1012,00000020,001011140044,101135,002,596678,1552,2202,20201012,140050,000000768253,000000,ARG,0051
C12345679_Lote1012,00000023,001011140047,101141,002,528262,4922,2203,20201012,140053,000000946284,000000,ARG,0054
C12345679_Lote1012,00000027,001011140051,101171,102,568741,4342,2203,20201012,140057,000000351800,000000,ARG,0058
C12345679_Lote1012,00000030,001011140054,101134,002,557001,7766,2201,20201012,140100,000000208551,000000,ARG,0061
