C23456790_Lote1100,00000007,001015180141,101552,003,313081,1040,2305,20201015,173439,000000946284,000000,ARG,2039
C23456790_Lote1100,00000013,001015180120,101531,004,326197,2350,2410,20201015,174705,000000910300,000000,ARG,2050
C23456790_Lote1100,00000015,001015180118,101529,004,370110,0649,2409,20201015,174904,000000940400,000000,ARG,2052
C23456790_Lote1002,00000004,000011112224,101576,003,347799,9153,2203,20201002,191223,000000020000,000000,ARG,3009
C23456790_Lote1002,00000005,000011112225,101577,004,387799,4615,2104,20201002,191227,000000020000,000000,ARG,3010
C12345678_Lote1014,00000005,001011140003,101152,004,370121,8500,2204,20201011,130003,000000761781,000000,ARG,0004
C12345678_Lote1014,00000012,001011140010,101151,004,370110,5610,2203,20201011,130010,000000105154,000000,ARG,0011
C12345678_Lote1014,00000014,001011140012,101149,004,326197,0088,2201,20201011,130012,000000098710,000000,ARG,0013
C12345678_Lote1014,00000018,001011140016,101147,003,328975,3570,2204,20201011,130016,000000935326,000000,ARG,0017
C12345681_Lote1018,00000002,001014170000,101414,004,370044,0649,2407,20201014,160000,000000400440,000000,ARG,0264
C12345681_Lote1018,00000003,001014170035,101449,004,370088,7776,2201,20201014,160618,000000392770,000000,ARG,0265
C12345681_Lote1018,00000004,001014170036,101450,004,370099,2350,2202,20201014,160618,000000402875,000000,ARG,0266
C12345681_Lote1018,00000005,001014170037,101451,004,370110,3081,2203,20201014,160619,000000412980,000000,ARG,0267
C12345681_Lote1018,00000006,001014170038,000000,004,370121,2443,2204,20201014,160619,000000423085,111111,ARG,0268
C12345681_Lote1018,00000007,001014170030,101444,003,370033,4542,2201,20201014,160615,000000342245,000000,ARG,0269
C12345681_Lote1018,00000008,001014170031,101445,003,370044,1041,2202,20201014,160616,000000352350,000000,ARG,0270
C12345681_Lote1018,00000009,001014170032,101446,003,370055,6926,2203,20201014,160616,000000362455,000000,ARG,0271
C12345681_Lote1018,00000010,001014170033,101447,003,370066,4937,2204,20201014,160617,000000372560,000000,ARG,0272
C12345681_Lote1018,00000011,001014170034,000000,003,370077,6549,2205,20201014,160617,000000382665,111111,ARG,0273
C12345679_Lote1012,00000011,001011140036,101150,004,353810,1172,2202,20201012,140041,000000618249,000000,ARG,0042
C12345679_Lote1012,00000026,001011140050,101148,003,361223,0077,2205,20201012,140056,000000228435,000000,ARG,0057
C12345679_Lote1012,00000028,001011140052,101144,003,327611,3390,2201,20201012,140058,000000506804,000000,ARG,0059
C12345679_Lote1012,00000035,001011140055,101145,003,347147,2597,2202,20201012,140105,000000036166,111111,ARG,0066
